Dato	Time	P_mm_738moh	T_minC_738moh	T_maxC_738moh	Q_Hagabru
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
12.6.2008	00:00:00	2.69	4.13	4.13	125.05
13.6.2008	00:00:00	3.35	3.89	3.89	129.65
14.6.2008	00:00:00	4.17	5.68	5.68	108.62
15.6.2008	00:00:00	0.12	7.59	7.59	103.84
16.6.2008	00:00:00	1.19	7.66	7.66	83.63
17.6.2008	00:00:00	2.32	8.36	8.36	79.35
18.6.2008	00:00:00	7.48	8.56	8.56	131.40
19.6.2008	00:00:00	1.58	8.23	8.23	118.91
20.6.2008	00:00:00	0.09	10.37	10.37	109.68
21.6.2008	00:00:00	0.01	10.03	10.03	85.05
22.6.2008	00:00:00	5.13	8.40	8.40	83.89
23.6.2008	00:00:00	1.65	9.60	9.60	70.77
24.6.2008	00:00:00	2.95	6.35	6.35	91.97
25.6.2008	00:00:00	3.76	4.19	4.19	100.48
26.6.2008	00:00:00	3.31	4.91	4.91	66.99
27.6.2008	00:00:00	0	8.52	8.52	42.72
28.6.2008	00:00:00	3.18	10.13	10.13	52.66
29.6.2008	00:00:00	0.55	9.06	9.06	75.98
30.6.2008	00:00:00	4.23	11.74	11.74	116.28
1.7.2008	00:00:00	12.5	8.61	8.61	142.78
2.7.2008	00:00:00	0	10.73	10.73	70.29
3.7.2008	00:00:00	0	15.93	15.93	51.71
4.7.2008	00:00:00	0	18.87	18.87	49.32
5.7.2008	00:00:00	0	19.11	19.11	37.35
6.7.2008	00:00:00	2.58	13.44	13.44	38.92
7.7.2008	00:00:00	8.99	7.28	7.28	66.15
8.7.2008	00:00:00	0.01	7.97	7.97	32.79
9.7.2008	00:00:00	0.31	10.81	10.81	25.11
10.7.2008	00:00:00	0	10.16	10.16	21.75
11.7.2008	00:00:00	0	9.75	9.75	18.57
12.7.2008	00:00:00	0.46	12.78	12.78	18.50
13.7.2008	00:00:00	3.85	11.89	11.89	27.00
14.7.2008	00:00:00	3.08	11.71	11.71	41.73
15.7.2008	00:00:00	2.12	10.06	10.06	40.23
16.7.2008	00:00:00	1.95	9.83	9.83	30.32
17.7.2008	00:00:00	4.13	7.75	7.75	62.25
18.7.2008	00:00:00	4.54	7.06	7.06	68.90
19.7.2008	00:00:00	4.59	5.81	5.81	58.37
20.7.2008	00:00:00	0	11.37	11.37	31.73
21.7.2008	00:00:00	0.22	13.44	13.44	24.67
22.7.2008	00:00:00	0.32	8.33	8.33	23.28
23.7.2008	00:00:00	0.65	10.53	10.53	18.75
24.7.2008	00:00:00	0.43	12.82	12.82	17.31
25.7.2008	00:00:00	0	17.48	17.48	15.91
26.7.2008	00:00:00	0	19.12	19.12	15.65
27.7.2008	00:00:00	0.1	19.46	19.46	16.21
28.7.2008	00:00:00	0	19.28	19.28	13.30
29.7.2008	00:00:00	0	18.57	18.57	11.49
30.7.2008	00:00:00	3.99	17.53	17.53	13.00
31.7.2008	00:00:00	1.03	17.32	17.32	16.00
1.8.2008	00:00:00	10.37	14.65	14.65	24.08
2.8.2008	00:00:00	0.03	14.58	14.58	14.06
3.8.2008	00:00:00	2.23	14.13	14.13	12.57
4.8.2008	00:00:00	6.12	9.85	9.85	16.89
5.8.2008	00:00:00	0.13	7.24	7.24	15.50
6.8.2008	00:00:00	0.01	10.80	10.80	11.45
7.8.2008	00:00:00	6.59	10.89	10.89	13.55
8.8.2008	00:00:00	4.92	11.19	11.19	18.24
9.8.2008	00:00:00	2.73	7.99	7.99	17.80
10.8.2008	00:00:00	0.39	5.51	5.51	15.84
11.8.2008	00:00:00	1.61	9.06	9.06	15.31
12.8.2008	00:00:00	0.89	10.81	10.81	14.78
13.8.2008	00:00:00	2.64	11.25	11.25	14.26
14.8.2008	00:00:00	8.3	10.31	10.31	38.14
15.8.2008	00:00:00	4.36	8.71	8.71	48.43
16.8.2008	00:00:00	0.54	8.29	8.29	30.55
17.8.2008	00:00:00	0	8.76	8.76	19.21
18.8.2008	00:00:00	0.07	10.28	10.28	14.41
19.8.2008	00:00:00	3.39	8.25	8.25	13.86
20.8.2008	00:00:00	1.3	8.97	8.97	15.95
21.8.2008	00:00:00	0.29	9.24	9.24	16.08
22.8.2008	00:00:00	3.35	8.62	8.62	20.25
23.8.2008	00:00:00	0	7.40	7.40	19.05
24.8.2008	00:00:00	0	9.10	9.10	14.02
25.8.2008	00:00:00	0	11.45	11.45	11.27
26.8.2008	00:00:00	6.36	11.94	11.94	13.87
27.8.2008	00:00:00	6.06	8.18	8.18	30.76
28.8.2008	00:00:00	16.5	9.09	9.09	205.54
29.8.2008	00:00:00	3.24	6.96	6.96	120.05
30.8.2008	00:00:00	1.2	7.05	7.05	65.06
31.8.2008	00:00:00	0.26	7.22	7.22	39.47
1.9.2008	00:00:00	0.02	9.90	9.90	28.45
2.9.2008	00:00:00	0.01	11.59	11.59	23.30
3.9.2008	00:00:00	2.87	10.73	10.73	39.72
4.9.2008	00:00:00	12.32	6.86	6.86	122.14
5.9.2008	00:00:00	1	6.91	6.91	56.69
6.9.2008	00:00:00	0.79	4.53	4.53	37.64
7.9.2008	00:00:00	0.11	5.62	5.62	27.03
8.9.2008	00:00:00	0.01	6.43	6.43	21.45
9.9.2008	00:00:00	0.03	9.47	9.47	18.28
10.9.2008	00:00:00	0.51	7.99	7.99	16.57
11.9.2008	00:00:00	0.02	7.56	7.56	15.54
12.9.2008	00:00:00	0.01	8.36	8.36	14.11
13.9.2008	00:00:00	0.01	5.68	5.68	12.33
14.9.2008	00:00:00	0.01	8.67	8.67	11.25
15.9.2008	00:00:00	0	7.57	7.57	10.92
16.9.2008	00:00:00	0.01	4.98	4.98	10.11
17.9.2008	00:00:00	0.01	4.39	4.39	9.43
18.9.2008	00:00:00	0.01	4.81	4.81	9.00
19.9.2008	00:00:00	0.77	4.66	4.66	8.77
20.9.2008	00:00:00	3.06	5.89	5.89	9.71
21.9.2008	00:00:00	0.01	5.91	5.91	10.25
22.9.2008	00:00:00	0.09	7.27	7.27	8.94
23.9.2008	00:00:00	1.09	7.22	7.22	8.85
24.9.2008	00:00:00	0.01	6.22	6.22	8.97
25.9.2008	00:00:00	0.05	5.92	5.92	8.54
26.9.2008	00:00:00	0.03	7.30	7.30	8.19
27.9.2008	00:00:00	0.26	7.04	7.04	8.51
28.9.2008	00:00:00	10.88	4.58	4.58	28.89
29.9.2008	00:00:00	3.76	1.41	1.41	45.17
30.9.2008	00:00:00	5.07	0.89	0.89	34.86
1.10.2008	00:00:00	0.01	2.56	2.56	23.83
2.10.2008	00:00:00	4.93	3.22	3.22	53.93
3.10.2008	00:00:00	3.3	2.66	2.66	66.43
4.10.2008	00:00:00	0.87	2.18	2.18	38.53
5.10.2008	00:00:00	7.67	0.88	0.88	44.60
6.10.2008	00:00:00	12.45	0.48	0.48	112.66
7.10.2008	00:00:00	3.75	0.72	0.72	90.53
8.10.2008	00:00:00	0	1.59	1.59	52.31
9.10.2008	00:00:00	2.95	6.52	6.52	128.88
10.10.2008	00:00:00	1.94	4.54	4.54	93.34
11.10.2008	00:00:00	1.59	6.28	6.28	86.67
12.10.2008	00:00:00	3.49	5.17	5.17	55.87
13.10.2008	00:00:00	2.59	4.66	4.66	58.29
14.10.2008	00:00:00	4.02	4.18	4.18	50.93
15.10.2008	00:00:00	1.51	2.50	2.50	52.81
16.10.2008	00:00:00	0.01	3.13	3.13	35.04
17.10.2008	00:00:00	1.32	2.64	2.64	30.82
18.10.2008	00:00:00	0.24	2.04	2.04	33.13
19.10.2008	00:00:00	0.18	2.75	2.75	27.37
20.10.2008	00:00:00	1.37	2.25	2.25	23.73
21.10.2008	00:00:00	3.68	6.41	6.41	39.62
22.10.2008	00:00:00	0	2.54	2.54	28.07
23.10.2008	00:00:00	0.14	0.64	0.64	18.00
24.10.2008	00:00:00	3.94	5.06	5.06	30.58
25.10.2008	00:00:00	1.18	4.16	4.16	31.18
26.10.2008	00:00:00	0.23	4.01	4.01	25.58
27.10.2008	00:00:00	0.01	1.55	1.55	17.45
28.10.2008	00:00:00	2.35	-0.61	-0.61	15.27
29.10.2008	00:00:00	0.06	-4.06	-4.06	12.16
30.10.2008	00:00:00	0.42	-6.18	-6.18	15.01
31.10.2008	00:00:00	0.61	-5.27	-5.27	17.22
1.11.2008	00:00:00	1.49	-3.21	-3.21	12.02
2.11.2008	00:00:00	0.03	-2.49	-2.49	10.58
3.11.2008	00:00:00	5.14	1.08	1.08	19.07
4.11.2008	00:00:00	3.5	2.88	2.88	56.56
5.11.2008	00:00:00	0.03	-0.09	-0.09	40.47
6.11.2008	00:00:00	0	-2.49	-2.49	18.40
7.11.2008	00:00:00	0	1.43	1.43	18.07
8.11.2008	00:00:00	0.4	1.83	1.83	13.11
9.11.2008	00:00:00	0	3.10	3.10	12.78
10.11.2008	00:00:00	3.51	2.57	2.57	14.34
11.11.2008	00:00:00	0	0.14	0.14	14.13
12.11.2008	00:00:00	0.02	-1.35	-1.35	12.76
13.11.2008	00:00:00	0.79	-1.78	-1.78	11.07
14.11.2008	00:00:00	0.47	-3.18	-3.18	8.41
15.11.2008	00:00:00	5.45	-0.71	-0.71	13.04
16.11.2008	00:00:00	4.85	-0.42	-0.42	15.59
17.11.2008	00:00:00	3.57	-3.28	-3.28	12.52
18.11.2008	00:00:00	1.46	-1.71	-1.71	12.28
19.11.2008	00:00:00	8.98	-3.45	-3.45	12.17
20.11.2008	00:00:00	14.14	-2.90	-2.90	15.53
21.11.2008	00:00:00	5.69	-6.76	-6.76	15.53
22.11.2008	00:00:00	4.96	-9.00	-9.00	15.32
23.11.2008	00:00:00	16.42	-4.40	-4.40	16.78
24.11.2008	00:00:00	0.94	-10.07	-10.07	18.60
25.11.2008	00:00:00	1.96	-5.03	-5.03	18.92
26.11.2008	00:00:00	8.42	-1.79	-1.79	18.80
27.11.2008	00:00:00	10.33	-1.95	-1.95	20.54
28.11.2008	00:00:00	2.91	-0.75	-0.75	20.95
29.11.2008	00:00:00	0.75	-10.93	-10.93	18.43
30.11.2008	00:00:00	3.46	-6.32	-6.32	19.07
1.12.2008	00:00:00	0.03	-6.19	-6.19	19.45
2.12.2008	00:00:00	0	-12.03	-12.03	15.27
3.12.2008	00:00:00	0.98	-7.52	-7.52	17.79
4.12.2008	00:00:00	1.73	-7.18	-7.18	17.96
5.12.2008	00:00:00	0.56	-12.12	-12.12	12.45
6.12.2008	00:00:00	0.14	-11.27	-11.27	11.46
7.12.2008	00:00:00	0.01	-12.49	-12.49	10.94
8.12.2008	00:00:00	1.7	-11.70	-11.70	12.54
9.12.2008	00:00:00	1.15	-8.19	-8.19	10.27
10.12.2008	00:00:00	0.02	-17.58	-17.58	6.34
11.12.2008	00:00:00	0.01	-16.83	-16.83	6.20
12.12.2008	00:00:00	0.01	-12.15	-12.15	9.54
13.12.2008	00:00:00	0.01	-14.23	-14.23	9.97
14.12.2008	00:00:00	0.04	-7.60	-7.60	12.08
15.12.2008	00:00:00	0.27	-2.34	-2.34	11.87
16.12.2008	00:00:00	1.56	-2.74	-2.74	12.38
17.12.2008	00:00:00	0.08	0.76	0.76	11.69
18.12.2008	00:00:00	0	-0.88	-0.88	10.37
19.12.2008	00:00:00	0.73	-0.32	-0.32	9.78
20.12.2008	00:00:00	0	-6.85	-6.85	9.25
21.12.2008	00:00:00	5.44	-2.94	-2.94	9.41
22.12.2008	00:00:00	9.5	-3.99	-3.99	12.99
23.12.2008	00:00:00	3.65	-3.47	-3.47	14.89
24.12.2008	00:00:00	1.83	-4.49	-4.49	13.78
25.12.2008	00:00:00	0.42	-1.68	-1.68	13.06
26.12.2008	00:00:00	0.01	-5.11	-5.11	12.21
27.12.2008	00:00:00	0.35	-2.83	-2.83	12.11
28.12.2008	00:00:00	0.01	-1.53	-1.53	12.01
29.12.2008	00:00:00	0.01	-11.90	-11.90	12.39
30.12.2008	00:00:00	0.01	-8.55	-8.55	11.19
31.12.2008	00:00:00	1.86	-3.39	-3.39	10.83
1.1.2009	00:00:00	9.15	-5.08	-5.08	9.14
2.1.2009	00:00:00	8.01	-6.56	-6.56	9.26
3.1.2009	00:00:00	11.65	-4.55	-4.55	9.73
4.1.2009	00:00:00	1.05	-13.43	-13.43	10.78
5.1.2009	00:00:00	2.33	-11.81	-11.81	10.98
6.1.2009	00:00:00	6.14	-3.48	-3.48	11.22
7.1.2009	00:00:00	15	-6.15	-6.15	10.54
8.1.2009	00:00:00	7.42	-7.86	-7.86	10.26
9.1.2009	00:00:00	6.79	1.32	1.32	21.02
10.1.2009	00:00:00	1.73	0.28	0.28	44.41
11.1.2009	00:00:00	0.02	0.32	0.32	46.35
12.1.2009	00:00:00	0	3.35	3.35	43.22
13.1.2009	00:00:00	0	2.29	2.29	48.71
14.1.2009	00:00:00	1.46	-0.76	-0.76	44.28
15.1.2009	00:00:00	0.15	-11.67	-11.67	34.28
16.1.2009	00:00:00	0.2	-18.46	-18.46	29.62
17.1.2009	00:00:00	0.01	-6.76	-6.76	26.73
18.1.2009	00:00:00	0.03	-5.20	-5.20	23.78
19.1.2009	00:00:00	0.02	-5.30	-5.30	20.73
20.1.2009	00:00:00	0	-4.13	-4.13	17.68
21.1.2009	00:00:00	0.07	-2.61	-2.61	17.95
22.1.2009	00:00:00	0.01	-1.05	-1.05	16.75
23.1.2009	00:00:00	0	-2.77	-2.77	15.22
24.1.2009	00:00:00	0.01	-3.58	-3.58	14.12
25.1.2009	00:00:00	0.61	-4.76	-4.76	13.04
26.1.2009	00:00:00	0.02	-4.75	-4.75	10.64
27.1.2009	00:00:00	0	-9.28	-9.28	8.63
28.1.2009	00:00:00	0	-11.18	-11.18	8.59
29.1.2009	00:00:00	0.01	-9.38	-9.38	8.41
30.1.2009	00:00:00	0	-8.65	-8.65	7.97
31.1.2009	00:00:00	0.02	-12.46	-12.46	6.49
1.2.2009	00:00:00	0	-13.34	-13.34	4.10
2.2.2009	00:00:00	0.01	-14.67	-14.67	4.22
3.2.2009	00:00:00	0	-15.55	-15.55	5.22
4.2.2009	00:00:00	0	-14.63	-14.63	4.63
5.2.2009	00:00:00	0.81	-11.34	-11.34	3.10
6.2.2009	00:00:00	0.66	-8.06	-8.06	2.61
7.2.2009	00:00:00	0.23	-10.15	-10.15	2.45
8.2.2009	00:00:00	3.23	-11.80	-11.80	2.53
9.2.2009	00:00:00	5.49	-11.12	-11.12	2.41
10.2.2009	00:00:00	0.48	-9.34	-9.34	2.28
11.2.2009	00:00:00	0.01	-17.20	-17.20	2.11
12.2.2009	00:00:00	0.76	-14.90	-14.90	2.34
13.2.2009	00:00:00	2.89	-7.08	-7.08	2.40
14.2.2009	00:00:00	2.37	-4.37	-4.37	2.33
15.2.2009	00:00:00	0.13	-6.20	-6.20	2.18
16.2.2009	00:00:00	0.01	-10.68	-10.68	2.00
17.2.2009	00:00:00	0	-7.63	-7.63	2.01
18.2.2009	00:00:00	3.85	-7.44	-7.44	2.03
19.2.2009	00:00:00	4.98	-4.35	-4.35	2.25
20.2.2009	00:00:00	8.81	-6.16	-6.16	2.36
21.2.2009	00:00:00	3.25	-3.87	-3.87	2.63
22.2.2009	00:00:00	5.52	-3.35	-3.35	2.61
23.2.2009	00:00:00	6.07	-1.75	-1.75	3.13
24.2.2009	00:00:00	2.92	-3.00	-3.00	3.25
25.2.2009	00:00:00	4.81	-3.45	-3.45	3.02
26.2.2009	00:00:00	4.01	-2.96	-2.96	2.95
27.2.2009	00:00:00	2.3	-5.15	-5.15	2.87
28.2.2009	00:00:00	4.43	-6.86	-6.86	2.89
1.3.2009	00:00:00	1.34	-6.12	-6.12	2.93
2.3.2009	00:00:00	1.48	-2.77	-2.77	2.92
3.3.2009	00:00:00	0.01	-4.76	-4.76	2.81
4.3.2009	00:00:00	0	-1.11	-1.11	2.75
5.3.2009	00:00:00	0.01	-0.61	-0.61	2.91
6.3.2009	00:00:00	0	-1.78	-1.78	2.82
7.3.2009	00:00:00	0	-0.81	-0.81	2.72
8.3.2009	00:00:00	0.01	-3.10	-3.10	2.62
9.3.2009	00:00:00	0.03	-2.45	-2.45	2.51
10.3.2009	00:00:00	0	-1.26	-1.26	2.36
11.3.2009	00:00:00	0.39	-1.76	-1.76	2.48
12.3.2009	00:00:00	0.1	-1.40	-1.40	2.38
13.3.2009	00:00:00	0.81	-2.84	-2.84	2.33
14.3.2009	00:00:00	0	-1.73	-1.73	2.55
15.3.2009	00:00:00	0	-5.47	-5.47	2.50
16.3.2009	00:00:00	1.03	-2.29	-2.29	2.81
17.3.2009	00:00:00	3.34	-0.85	-0.85	2.99
18.3.2009	00:00:00	12.92	-2.76	-2.76	3.07
19.3.2009	00:00:00	9.06	-2.22	-2.22	3.36
20.3.2009	00:00:00	0.01	-1.80	-1.80	3.78
21.3.2009	00:00:00	0.54	1.48	1.48	6.76
22.3.2009	00:00:00	7.52	-1.59	-1.59	14.42
23.3.2009	00:00:00	3.87	-1.90	-1.90	15.60
24.3.2009	00:00:00	0.92	-7.90	-7.90	12.70
25.3.2009	00:00:00	0.05	-10.78	-10.78	10.60
26.3.2009	00:00:00	0	-10.98	-10.98	8.52
27.3.2009	00:00:00	0	-6.52	-6.52	8.24
28.3.2009	00:00:00	0.01	-5.62	-5.62	7.39
29.3.2009	00:00:00	0.28	-4.83	-4.83	6.89
30.3.2009	00:00:00	0.05	-3.80	-3.80	6.20
31.3.2009	00:00:00	4.36	-2.48	-2.48	6.30
1.4.2009	00:00:00	1.67	-1.33	-1.33	6.47
2.4.2009	00:00:00	0.74	1.45	1.45	7.83
3.4.2009	00:00:00	0.01	4.29	4.29	16.53
4.4.2009	00:00:00	1.15	1.91	1.91	30.61
5.4.2009	00:00:00	0.01	2.27	2.27	44.30
6.4.2009	00:00:00	0.28	1.93	1.93	50.42
7.4.2009	00:00:00	0.06	0.79	0.79	59.21
8.4.2009	00:00:00	0	3.78	3.78	77.10
9.4.2009	00:00:00	0.5	2.26	2.26	101.77
10.4.2009	00:00:00	0.01	2.20	2.20	114.04
11.4.2009	00:00:00	0.72	3.75	3.75	146.98
12.4.2009	00:00:00	0	7.00	7.00	212.56
13.4.2009	00:00:00	0.61	2.05	2.05	196.46
14.4.2009	00:00:00	0.01	1.48	1.48	147.27
15.4.2009	00:00:00	0	2.95	2.95	123.26
16.4.2009	00:00:00	0	2.64	2.64	128.77
17.4.2009	00:00:00	0.22	0.62	0.62	110.83
18.4.2009	00:00:00	2.92	-2.24	-2.24	78.46
19.4.2009	00:00:00	0.04	-2.24	-2.24	55.13
20.4.2009	00:00:00	0.51	-0.13	-0.13	47.04
21.4.2009	00:00:00	0	2.22	2.22	60.22
22.4.2009	00:00:00	0	3.02	3.02	88.46
23.4.2009	00:00:00	0.07	1.45	1.45	87.68
24.4.2009	00:00:00	0	5.79	5.79	126.10
25.4.2009	00:00:00	0.36	5.59	5.59	175.57
26.4.2009	00:00:00	0	7.37	7.37	214.32
27.4.2009	00:00:00	0.01	6.72	6.72	250.88
28.4.2009	00:00:00	2.92	4.19	4.19	280.23
29.4.2009	00:00:00	0.07	2.88	2.88	248.58
30.4.2009	00:00:00	0	8.02	8.02	448.67
1.5.2009	00:00:00	0	9.20	9.20	554.56
2.5.2009	00:00:00	0	10.65	10.65	560.10
3.5.2009	00:00:00	6.22	5.34	5.34	515.04
4.5.2009	00:00:00	7.22	4.05	4.05	361.20
5.5.2009	00:00:00	1.28	3.35	3.35	277.40
6.5.2009	00:00:00	2.77	2.05	2.05	213.18
7.5.2009	00:00:00	0.03	4.24	4.24	165.08
8.5.2009	00:00:00	0.05	2.53	2.53	147.31
9.5.2009	00:00:00	1.9	5.18	5.18	182.99
10.5.2009	00:00:00	0	5.08	5.08	175.98
11.5.2009	00:00:00	1.41	3.58	3.58	162.97
12.5.2009	00:00:00	3.43	2.49	2.49	167.02
13.5.2009	00:00:00	4.52	3.26	3.26	157.39
14.5.2009	00:00:00	0.04	3.96	3.96	148.61
15.5.2009	00:00:00	0	5.38	5.38	168.87
16.5.2009	00:00:00	0	6.75	6.75	193.24
17.5.2009	00:00:00	0.01	7.26	7.26	232.06
18.5.2009	00:00:00	0	7.76	7.76	204.87
19.5.2009	00:00:00	0.02	5.42	5.42	186.31
20.5.2009	00:00:00	0.94	8.84	8.84	209.23
21.5.2009	00:00:00	4.26	6.42	6.42	233.41
22.5.2009	00:00:00	3.62	5.87	5.87	245.40
23.5.2009	00:00:00	0.52	8.27	8.27	227.27
24.5.2009	00:00:00	0	7.47	7.47	205.90
25.5.2009	00:00:00	0.24	9.33	9.33	182.74
26.5.2009	00:00:00	0.27	9.33	9.33	193.54
27.5.2009	00:00:00	20.75	6.83	6.83	462.12
28.5.2009	00:00:00	8.95	2.57	2.57	301.61
29.5.2009	00:00:00	1.72	4.58	4.58	195.27
30.5.2009	00:00:00	0.02	9.81	9.81	201.27
31.5.2009	00:00:00	0.01	16.62	16.62	263.40
1.6.2009	00:00:00	0	12.20	12.20	229.45
2.6.2009	00:00:00	0.01	7.84	7.84	164.92
3.6.2009	00:00:00	6.07	2.48	2.48	143.98
4.6.2009	00:00:00	11.33	0.75	0.75	162.53
5.6.2009	00:00:00	6.07	2.94	2.94	175.20
6.6.2009	00:00:00	1.38	3.06	3.06	137.24
7.6.2009	00:00:00	1.11	3.52	3.52	100.37
8.6.2009	00:00:00	0.13	4.44	4.44	98.24
9.6.2009	00:00:00	3.74	6.73	6.73	119.32
10.6.2009	00:00:00	3.47	7.34	7.34	123.57
11.6.2009	00:00:00	0.15	7.53	7.53	113.90
12.6.2009	00:00:00	0.9	7.73	7.73	114.47
13.6.2009	00:00:00	14.23	7.91	7.91	265.19
14.6.2009	00:00:00	3.92	5.88	5.88	218.94
15.6.2009	00:00:00	3.73	3.05	3.05	176.85
16.6.2009	00:00:00	2.62	2.66	2.66	146.61
17.6.2009	00:00:00	1.46	3.17	3.17	127.76
18.6.2009	00:00:00	0.01	9.77	9.77	111.85
19.6.2009	00:00:00	10.25	5.77	5.77	189.53
20.6.2009	00:00:00	8.54	7.53	7.53	297.05
21.6.2009	00:00:00	4.96	7.38	7.38	226.53
22.6.2009	00:00:00	0	7.88	7.88	138.52
23.6.2009	00:00:00	1.79	10.27	10.27	128.17
24.6.2009	00:00:00	0	11.06	11.06	106.72
25.6.2009	00:00:00	0	15.50	15.50	102.92
26.6.2009	00:00:00	0	18.11	18.11	96.63
27.6.2009	00:00:00	0	17.94	17.94	83.48
28.6.2009	00:00:00	0	17.47	17.47	75.97
29.6.2009	00:00:00	0	16.47	16.47	64.44
30.6.2009	00:00:00	5.4	18.35	18.35	95.09
1.7.2009	00:00:00	0.17	16.50	16.50	75.40
2.7.2009	00:00:00	0	16.53	16.53	53.56
3.7.2009	00:00:00	0	18.13	18.13	45.00
4.7.2009	00:00:00	0	16.62	16.62	39.51
5.7.2009	00:00:00	0	13.19	13.19	33.19
6.7.2009	00:00:00	0	13.28	13.28	27.07
7.7.2009	00:00:00	0	11.95	11.95	22.54
8.7.2009	00:00:00	2.81	9.93	9.93	21.57
9.7.2009	00:00:00	11.76	8.08	8.08	48.36
10.7.2009	00:00:00	1.14	10.14	10.14	41.84
11.7.2009	00:00:00	8.76	9.34	9.34	92.40
12.7.2009	00:00:00	2.07	11.19	11.19	56.16
13.7.2009	00:00:00	1.53	12.67	12.67	35.01
14.7.2009	00:00:00	0.47	14.31	14.31	37.28
15.7.2009	00:00:00	4.77	11.69	11.69	63.71
16.7.2009	00:00:00	4.93	12.16	12.16	38.96
17.7.2009	00:00:00	5.98	11.23	11.23	43.77
18.7.2009	00:00:00	0.02	11.08	11.08	28.71
19.7.2009	00:00:00	0.62	15.77	15.77	22.57
20.7.2009	00:00:00	8.7	11.63	11.63	166.51
21.7.2009	00:00:00	44.45	9.11	9.11	754.27
22.7.2009	00:00:00	3.24	6.83	6.83	203.34
23.7.2009	00:00:00	1.11	11.34	11.34	103.50
24.7.2009	00:00:00	1.06	12.80	12.80	64.70
25.7.2009	00:00:00	0.57	11.44	11.44	51.27
26.7.2009	00:00:00	10.43	8.94	8.94	170.67
27.7.2009	00:00:00	2.36	7.47	7.47	133.52
28.7.2009	00:00:00	8.96	11.65	11.65	114.06
29.7.2009	00:00:00	2.62	11.56	11.56	107.42
30.7.2009	00:00:00	0.19	12.36	12.36	56.52
31.7.2009	00:00:00	0.05	12.40	12.40	41.60
1.8.2009	00:00:00	1.01	10.20	10.20	38.86
2.8.2009	00:00:00	0.01	11.46	11.46	30.13
3.8.2009	00:00:00	1.89	14.70	14.70	24.34
4.8.2009	00:00:00	2.24	11.73	11.73	29.13
5.8.2009	00:00:00	0.2	13.72	13.72	25.16
6.8.2009	00:00:00	0	14.87	14.87	19.43
7.8.2009	00:00:00	1.9	15.86	15.86	17.21
8.8.2009	00:00:00	0	17.31	17.31	15.41
9.8.2009	00:00:00	0.42	16.63	16.63	13.52
10.8.2009	00:00:00	9.59	13.99	13.99	44.82
11.8.2009	00:00:00	7.7	12.53	12.53	115.56
12.8.2009	00:00:00	1.83	9.69	9.69	81.90
13.8.2009	00:00:00	2.61	8.31	8.31	53.71
14.8.2009	00:00:00	2.88	8.28	8.28	43.04
15.8.2009	00:00:00	1.11	5.85	5.85	34.66
16.8.2009	00:00:00	4.92	8.66	8.66	45.33
17.8.2009	00:00:00	5.64	9.18	9.18	88.61
18.8.2009	00:00:00	11.16	8.22	8.22	204.88
19.8.2009	00:00:00	2.14	6.27	6.27	119.79
20.8.2009	00:00:00	1.25	11.80	11.80	69.11
21.8.2009	00:00:00	0.79	14.99	14.99	66.64
22.8.2009	00:00:00	1.6	12.68	12.68	53.76
23.8.2009	00:00:00	9.68	9.22	9.22	104.86
24.8.2009	00:00:00	0.02	10.03	10.03	47.78
25.8.2009	00:00:00	0	11.28	11.28	32.86
26.8.2009	00:00:00	0.02	13.26	13.26	25.53
27.8.2009	00:00:00	1.16	10.35	10.35	28.42
28.8.2009	00:00:00	0.39	12.86	12.86	23.63
29.8.2009	00:00:00	0.9	11.67	11.67	22.08
30.8.2009	00:00:00	2.3	10.13	10.13	23.94
31.8.2009	00:00:00	1.05	9.00	9.00	20.20
1.9.2009	00:00:00	3.21	9.89	9.89	27.08
2.9.2009	00:00:00	3.59	12.32	12.32	47.33
3.9.2009	00:00:00	0.14	8.57	8.57	32.93
4.9.2009	00:00:00	2.14	9.65	9.65	68.54
5.9.2009	00:00:00	18.65	8.28	8.28	288.85
6.9.2009	00:00:00	0.61	5.87	5.87	118.03
7.9.2009	00:00:00	2.55	7.03	7.03	75.74
8.9.2009	00:00:00	1.91	7.26	7.26	54.07
9.9.2009	00:00:00	8.38	11.09	11.09	87.67
10.9.2009	00:00:00	1.43	8.24	8.24	49.28
11.9.2009	00:00:00	1.42	8.24	8.24	39.02
12.9.2009	00:00:00	7.87	6.50	6.50	89.46
13.9.2009	00:00:00	8.77	7.19	7.19	188.95
14.9.2009	00:00:00	0.91	5.87	5.87	120.83
15.9.2009	00:00:00	0	7.53	7.53	62.23
16.9.2009	00:00:00	0.86	9.53	9.53	55.76
17.9.2009	00:00:00	9.37	5.12	5.12	145.05
18.9.2009	00:00:00	3.9	6.14	6.14	139.81
19.9.2009	00:00:00	0.32	6.90	6.90	79.79
20.9.2009	00:00:00	0	10.03	10.03	48.17
21.9.2009	00:00:00	0.58	6.20	6.20	40.09
22.9.2009	00:00:00	0.06	7.77	7.77	35.03
23.9.2009	00:00:00	3.3	7.85	7.85	68.64
24.9.2009	00:00:00	2.63	3.18	3.18	62.93
25.9.2009	00:00:00	3.11	4.89	4.89	63.45
26.9.2009	00:00:00	0.05	10.47	10.47	50.18
27.9.2009	00:00:00	0.91	10.30	10.30	43.13
28.9.2009	00:00:00	4.94	3.61	3.61	73.69
29.9.2009	00:00:00	15	0.11	0.11	109.85
