Dato	Time	P_mm_738moh	T_minC_738moh	T_maxC_738moh	Q_Hagabru
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
23.3.2013	00:00:00	0	-13.20	-13.20	5.25
24.3.2013	00:00:00	0	-9.47	-9.47	5.04
25.3.2013	00:00:00	0	-6.47	-6.47	4.73
26.3.2013	00:00:00	0.04	-5.84	-5.84	4.62
27.3.2013	00:00:00	0.02	-6.86	-6.86	4.60
28.3.2013	00:00:00	4.1	-5.67	-5.67	4.60
29.3.2013	00:00:00	0.16	-5.80	-5.80	4.62
30.3.2013	00:00:00	0	-8.16	-8.16	4.61
31.3.2013	00:00:00	0.02	-7.77	-7.77	4.58
1.4.2013	00:00:00	3.08	-4.95	-4.95	4.57
2.4.2013	00:00:00	1.79	-3.33	-3.33	4.53
3.4.2013	00:00:00	0.03	-4.04	-4.04	4.51
4.4.2013	00:00:00	0.63	-1.43	-1.43	4.52
5.4.2013	00:00:00	1.06	-5.61	-5.61	4.52
6.4.2013	00:00:00	0.17	-5.38	-5.38	4.48
7.4.2013	00:00:00	2.07	-5.13	-5.13	4.43
8.4.2013	00:00:00	2.52	-5.60	-5.60	4.31
9.4.2013	00:00:00	0.11	-8.25	-8.25	4.12
10.4.2013	00:00:00	0.06	-6.88	-6.88	3.82
11.4.2013	00:00:00	0	-5.81	-5.81	3.48
12.4.2013	00:00:00	0	-4.55	-4.55	3.26
13.4.2013	00:00:00	0	-2.47	-2.47	3.14
14.4.2013	00:00:00	0	-2.00	-2.00	3.08
15.4.2013	00:00:00	0.15	1.02	1.02	4.41
16.4.2013	00:00:00	0.02	3.72	3.72	20.23
17.4.2013	00:00:00	0.05	3.17	3.17	74.64
18.4.2013	00:00:00	0.17	3.12	3.12	115.68
19.4.2013	00:00:00	3.87	2.91	2.91	123.77
20.4.2013	00:00:00	3.69	-2.44	-2.44	71.01
21.4.2013	00:00:00	0.08	1.05	1.05	46.53
22.4.2013	00:00:00	0	1.54	1.54	39.65
23.4.2013	00:00:00	0.04	0.80	0.80	46.47
24.4.2013	00:00:00	0.82	1.12	1.12	50.94
25.4.2013	00:00:00	1.38	0.27	0.27	44.39
26.4.2013	00:00:00	1.01	0.32	0.32	34.35
27.4.2013	00:00:00	2.82	-0.78	-0.78	26.75
28.4.2013	00:00:00	0.59	-1.87	-1.87	19.36
29.4.2013	00:00:00	0	0.51	0.51	17.93
30.4.2013	00:00:00	1.74	0.57	0.57	23.03
1.5.2013	00:00:00	2.39	-1.55	-1.55	20.85
2.5.2013	00:00:00	0	0.31	0.31	14.69
3.5.2013	00:00:00	1.84	-2.25	-2.25	10.98
4.5.2013	00:00:00	0.46	-1.32	-1.32	9.58
5.5.2013	00:00:00	0.09	1.38	1.38	15.19
6.5.2013	00:00:00	0	4.33	4.33	58.51
7.5.2013	00:00:00	0.32	6.82	6.82	152.32
8.5.2013	00:00:00	0.29	2.84	2.84	175.47
9.5.2013	00:00:00	2.24	9.19	9.19	352.72
10.5.2013	00:00:00	1.16	7.27	7.27	379.99
11.5.2013	00:00:00	0.3	5.97	5.97	397.57
12.5.2013	00:00:00	0	6.67	6.67	389.35
13.5.2013	00:00:00	0.44	4.91	4.91	382.26
14.5.2013	00:00:00	0.43	4.30	4.30	331.60
15.5.2013	00:00:00	0.03	2.43	2.43	213.69
16.5.2013	00:00:00	0	6.14	6.14	314.92
17.5.2013	00:00:00	0	9.67	9.67	443.62
18.5.2013	00:00:00	0.02	13.00	13.00	461.80
19.5.2013	00:00:00	0.11	14.09	14.09	420.89
20.5.2013	00:00:00	0.03	14.50	14.50	386.81
21.5.2013	00:00:00	3.85	11.96	11.96	384.51
22.5.2013	00:00:00	14.68	8.93	8.93	695.86
23.5.2013	00:00:00	19.48	5.22	5.22	566.26
24.5.2013	00:00:00	0.01	8.82	8.82	302.32
25.5.2013	00:00:00	0.02	6.90	6.90	180.01
26.5.2013	00:00:00	0	8.59	8.59	134.54
27.5.2013	00:00:00	0	13.03	13.03	133.14
28.5.2013	00:00:00	0.03	11.24	11.24	155.33
29.5.2013	00:00:00	0.01	13.58	13.58	135.87
30.5.2013	00:00:00	0	15.17	15.17	124.83
31.5.2013	00:00:00	2.03	16.06	16.06	119.29
1.6.2013	00:00:00	0.45	16.65	16.65	97.21
2.6.2013	00:00:00	6.26	12.90	12.90	128.77
3.6.2013	00:00:00	20.72	6.64	6.64	333.59
4.6.2013	00:00:00	6.43	4.28	4.28	227.45
5.6.2013	00:00:00	5.76	4.45	4.45	192.36
6.6.2013	00:00:00	2.38	8.58	8.58	148.95
7.6.2013	00:00:00	0	8.13	8.13	98.86
8.6.2013	00:00:00	6.18	7.10	7.10	109.14
9.6.2013	00:00:00	14.81	5.15	5.15	295.03
10.6.2013	00:00:00	4.41	5.13	5.13	236.16
11.6.2013	00:00:00	2.23	4.51	4.51	141.25
12.6.2013	00:00:00	0	6.77	6.77	85.28
13.6.2013	00:00:00	0.21	13.20	13.20	62.23
14.6.2013	00:00:00	7.47	10.26	10.26	240.65
15.6.2013	00:00:00	14.66	6.98	6.98	332.85
16.6.2013	00:00:00	2.25	8.69	8.69	143.50
17.6.2013	00:00:00	3.58	8.73	8.73	134.40
18.6.2013	00:00:00	1.09	6.96	6.96	98.58
19.6.2013	00:00:00	0.86	9.87	9.87	63.84
20.6.2013	00:00:00	8.29	12.59	12.59	96.71
21.6.2013	00:00:00	0.61	10.51	10.51	71.20
22.6.2013	00:00:00	10.01	13.10	13.10	116.08
23.6.2013	00:00:00	7.14	10.60	10.60	148.59
24.6.2013	00:00:00	0.47	13.40	13.40	84.79
25.6.2013	00:00:00	1.01	11.87	11.87	52.53
26.6.2013	00:00:00	1.56	9.09	9.09	39.64
27.6.2013	00:00:00	3.19	9.17	9.17	46.12
28.6.2013	00:00:00	1.79	12.56	12.56	48.39
29.6.2013	00:00:00	0.75	12.63	12.63	36.34
30.6.2013	00:00:00	4.63	9.17	9.17	39.40
1.7.2013	00:00:00	0.2	12.57	12.57	28.51
2.7.2013	00:00:00	0.28	12.37	12.37	22.78
3.7.2013	00:00:00	0.01	9.38	9.38	19.64
4.7.2013	00:00:00	0.16	12.51	12.51	15.82
5.7.2013	00:00:00	1.34	15.05	15.05	14.72
6.7.2013	00:00:00	6.33	10.17	10.17	19.72
7.7.2013	00:00:00	0.02	16.46	16.46	16.25
8.7.2013	00:00:00	0.23	10.44	10.44	12.06
9.7.2013	00:00:00	1.79	11.91	11.91	10.51
10.7.2013	00:00:00	9.36	8.73	8.73	26.38
11.7.2013	00:00:00	0.74	6.16	6.16	26.80
12.7.2013	00:00:00	0.01	9.33	9.33	17.35
13.7.2013	00:00:00	0.06	14.60	14.60	15.57
14.7.2013	00:00:00	8.89	7.71	7.71	46.01
15.7.2013	00:00:00	2.21	8.79	8.79	34.54
16.7.2013	00:00:00	3.5	6.86	6.86	49.25
17.7.2013	00:00:00	12.01	9.48	9.48	93.55
18.7.2013	00:00:00	3.2	11.35	11.35	114.59
19.7.2013	00:00:00	2.82	8.29	8.29	86.35
20.7.2013	00:00:00	4.96	8.35	8.35	78.20
21.7.2013	00:00:00	2.98	10.85	10.85	65.75
22.7.2013	00:00:00	1.07	8.00	8.00	47.82
23.7.2013	00:00:00	0.11	11.56	11.56	28.31
24.7.2013	00:00:00	0.02	14.36	14.36	18.92
25.7.2013	00:00:00	0.02	16.27	16.27	14.22
26.7.2013	00:00:00	0.76	16.82	16.82	11.80
27.7.2013	00:00:00	0.08	16.37	16.37	13.23
28.7.2013	00:00:00	7.42	14.20	14.20	20.86
29.7.2013	00:00:00	0.57	17.72	17.72	12.94
30.7.2013	00:00:00	0.04	16.42	16.42	9.45
31.7.2013	00:00:00	12.14	14.73	14.73	72.68
1.8.2013	00:00:00	20.86	9.99	9.99	179.45
2.8.2013	00:00:00	0.03	11.03	11.03	71.87
3.8.2013	00:00:00	0.93	17.13	17.13	35.20
4.8.2013	00:00:00	5.26	15.47	15.47	36.48
5.8.2013	00:00:00	0.33	13.90	13.90	25.27
6.8.2013	00:00:00	1.17	15.29	15.29	17.04
7.8.2013	00:00:00	1.74	12.88	12.88	14.83
8.8.2013	00:00:00	0.93	8.55	8.55	14.36
9.8.2013	00:00:00	9.65	11.92	11.92	23.54
10.8.2013	00:00:00	1.77	9.71	9.71	37.80
11.8.2013	00:00:00	3.35	11.19	11.19	44.03
12.8.2013	00:00:00	21.53	10.38	10.38	195.98
13.8.2013	00:00:00	10.31	9.18	9.18	377.86
14.8.2013	00:00:00	7.88	6.54	6.54	336.19
15.8.2013	00:00:00	1.06	5.55	5.55	131.53
16.8.2013	00:00:00	0.58	10.04	10.04	67.94
17.8.2013	00:00:00	8.01	11.39	11.39	100.42
18.8.2013	00:00:00	1.3	11.94	11.94	81.34
19.8.2013	00:00:00	3	10.25	10.25	64.37
20.8.2013	00:00:00	1.57	9.55	9.55	49.34
21.8.2013	00:00:00	3.1	10.45	10.45	33.58
22.8.2013	00:00:00	2.55	8.19	8.19	27.69
23.8.2013	00:00:00	0.48	6.00	6.00	22.91
24.8.2013	00:00:00	0.07	11.43	11.43	18.30
25.8.2013	00:00:00	0.04	12.88	12.88	14.91
26.8.2013	00:00:00	0.17	12.49	12.49	12.46
27.8.2013	00:00:00	0.08	12.47	12.47	10.91
28.8.2013	00:00:00	2.76	13.07	13.07	10.13
29.8.2013	00:00:00	1.46	5.87	5.87	9.91
30.8.2013	00:00:00	0.89	5.96	5.96	8.63
31.8.2013	00:00:00	0.08	11.64	11.64	23.70
1.9.2013	00:00:00	18.08	5.43	5.43	102.91
2.9.2013	00:00:00	0.71	6.63	6.63	40.61
3.9.2013	00:00:00	0.68	7.10	7.10	27.81
4.9.2013	00:00:00	0.57	7.91	7.91	20.87
5.9.2013	00:00:00	0.08	12.41	12.41	15.70
6.9.2013	00:00:00	0.04	13.97	13.97	12.50
7.9.2013	00:00:00	0.05	12.97	12.97	10.69
8.9.2013	00:00:00	0.04	12.30	12.30	9.37
9.9.2013	00:00:00	0.03	13.99	13.99	8.25
10.9.2013	00:00:00	0.02	11.10	11.10	7.03
11.9.2013	00:00:00	0.04	9.93	9.93	6.16
12.9.2013	00:00:00	0.02	7.73	7.73	5.78
13.9.2013	00:00:00	0	11.75	11.75	5.50
14.9.2013	00:00:00	1.62	11.16	11.16	5.25
15.9.2013	00:00:00	0.89	10.56	10.56	5.41
16.9.2013	00:00:00	1.41	10.61	10.61	6.19
17.9.2013	00:00:00	0.62	6.74	6.74	6.06
18.9.2013	00:00:00	0.02	6.77	6.77	5.82
19.9.2013	00:00:00	0.02	5.53	5.53	5.16
20.9.2013	00:00:00	0	5.33	5.33	4.58
21.9.2013	00:00:00	0.04	4.55	4.55	4.26
22.9.2013	00:00:00	1.72	3.97	3.97	4.29
23.9.2013	00:00:00	4.18	4.04	4.04	6.56
24.9.2013	00:00:00	11	2.97	2.97	41.38
25.9.2013	00:00:00	5.22	3.04	3.04	63.14
26.9.2013	00:00:00	0.28	0.38	0.38	36.76
27.9.2013	00:00:00	0.95	2.18	2.18	21.85
28.9.2013	00:00:00	15.8	2.64	2.64	25.64
29.9.2013	00:00:00	0	1.87	1.87	21.34
30.9.2013	00:00:00	0.51	5.00	5.00	16.24
1.10.2013	00:00:00	0.03	4.21	4.21	14.19
2.10.2013	00:00:00	0	3.79	3.79	11.98
3.10.2013	00:00:00	0.01	3.16	3.16	10.34
4.10.2013	00:00:00	0	4.57	4.57	9.22
5.10.2013	00:00:00	1.94	6.47	6.47	9.01
6.10.2013	00:00:00	1.34	5.19	5.19	10.68
7.10.2013	00:00:00	3.61	7.50	7.50	17.20
8.10.2013	00:00:00	4.32	8.84	8.84	29.57
9.10.2013	00:00:00	5.76	8.93	8.93	65.51
10.10.2013	00:00:00	1.06	2.74	2.74	53.02
11.10.2013	00:00:00	1.53	0.14	0.14	34.12
12.10.2013	00:00:00	0.19	1.20	1.20	23.01
13.10.2013	00:00:00	0.04	3.24	3.24	18.31
14.10.2013	00:00:00	0	2.86	2.86	15.77
15.10.2013	00:00:00	0.09	4.14	4.14	13.72
16.10.2013	00:00:00	0.55	-1.70	-1.70	14.22
17.10.2013	00:00:00	0.4	-2.30	-2.30	11.89
18.10.2013	00:00:00	1.82	-2.08	-2.08	10.83
19.10.2013	00:00:00	8.46	-1.62	-1.62	10.35
20.10.2013	00:00:00	1.26	-9.02	-9.02	7.39
21.10.2013	00:00:00	0.02	-6.32	-6.32	5.65
22.10.2013	00:00:00	0	-0.45	-0.45	7.28
23.10.2013	00:00:00	5.9	3.53	3.53	55.25
24.10.2013	00:00:00	1.89	8.89	8.89	98.28
25.10.2013	00:00:00	1.11	4.43	4.43	70.25
26.10.2013	00:00:00	0.12	2.34	2.34	37.11
27.10.2013	00:00:00	0.83	2.50	2.50	26.60
28.10.2013	00:00:00	6.5	3.70	3.70	49.96
29.10.2013	00:00:00	4.37	2.48	2.48	48.11
30.10.2013	00:00:00	1.34	0.84	0.84	39.80
31.10.2013	00:00:00	0.42	-1.39	-1.39	28.90
1.11.2013	00:00:00	2.04	0.58	0.58	20.96
2.11.2013	00:00:00	0	1.51	1.51	18.66
3.11.2013	00:00:00	0	-1.12	-1.12	14.27
4.11.2013	00:00:00	0.08	0.62	0.62	12.81
5.11.2013	00:00:00	2.08	0.37	0.37	13.43
6.11.2013	00:00:00	0.85	-0.67	-0.67	13.67
7.11.2013	00:00:00	0.01	-4.86	-4.86	8.80
8.11.2013	00:00:00	0.39	-4.64	-4.64	8.40
9.11.2013	00:00:00	0	-2.69	-2.69	8.40
10.11.2013	00:00:00	1.08	-2.53	-2.53	8.95
11.11.2013	00:00:00	4.44	-3.81	-3.81	7.85
12.11.2013	00:00:00	1.53	-1.18	-1.18	7.77
13.11.2013	00:00:00	0.1	-2.12	-2.12	8.16
14.11.2013	00:00:00	3.96	-1.35	-1.35	7.69
15.11.2013	00:00:00	1.15	-0.91	-0.91	7.58
16.11.2013	00:00:00	4.95	3.33	3.33	37.17
17.11.2013	00:00:00	1.57	2.92	2.92	59.34
18.11.2013	00:00:00	1.18	-1.20	-1.20	29.96
19.11.2013	00:00:00	2.6	-2.33	-2.33	19.73
20.11.2013	00:00:00	1.43	-8.20	-8.20	15.83
21.11.2013	00:00:00	0	-9.40	-9.40	7.71
22.11.2013	00:00:00	0	-13.62	-13.62	2.70
23.11.2013	00:00:00	0.55	-4.68	-4.68	6.27
24.11.2013	00:00:00	9.51	-3.98	-3.98	11.64
25.11.2013	00:00:00	10.16	-3.94	-3.94	12.42
26.11.2013	00:00:00	3.92	-2.52	-2.52	12.98
27.11.2013	00:00:00	7.18	3.51	3.51	79.47
28.11.2013	00:00:00	17.45	0.23	0.23	117.00
29.11.2013	00:00:00	15.86	-1.70	-1.70	68.33
30.11.2013	00:00:00	1.97	-4.21	-4.21	44.85
1.12.2013	00:00:00	5.43	-1.19	-1.19	37.98
2.12.2013	00:00:00	9.06	-2.64	-2.64	28.79
3.12.2013	00:00:00	1.89	1.76	1.76	29.21
4.12.2013	00:00:00	4.93	-5.66	-5.66	30.44
5.12.2013	00:00:00	10.4	-5.94	-5.94	26.93
6.12.2013	00:00:00	3.63	-8.38	-8.38	26.47
7.12.2013	00:00:00	7.35	-7.02	-7.02	22.84
8.12.2013	00:00:00	0.3	-11.68	-11.68	19.34
9.12.2013	00:00:00	0.5	-11.01	-11.01	16.23
10.12.2013	00:00:00	3.99	-4.06	-4.06	18.65
11.12.2013	00:00:00	0.01	1.63	1.63	30.76
12.12.2013	00:00:00	0.22	5.17	5.17	62.59
13.12.2013	00:00:00	6.26	1.26	1.26	96.16
14.12.2013	00:00:00	1.39	-3.17	-3.17	54.60
15.12.2013	00:00:00	1.4	-2.19	-2.19	35.82
16.12.2013	00:00:00	0.01	-0.76	-0.76	27.91
17.12.2013	00:00:00	2.73	-0.04	-0.04	22.50
18.12.2013	00:00:00	0.01	-2.03	-2.03	20.53
19.12.2013	00:00:00	0	-1.36	-1.36	18.00
20.12.2013	00:00:00	0.09	-0.29	-0.29	14.76
21.12.2013	00:00:00	0.58	-5.36	-5.36	16.00
22.12.2013	00:00:00	3.04	-0.23	-0.23	18.21
23.12.2013	00:00:00	3.64	-4.55	-4.55	15.94
24.12.2013	00:00:00	0.02	-5.11	-5.11	13.11
25.12.2013	00:00:00	0.2	1.33	1.33	12.48
26.12.2013	00:00:00	0.01	0.51	0.51	10.23
27.12.2013	00:00:00	0	-0.82	-0.82	8.74
28.12.2013	00:00:00	0.22	-0.02	-0.02	9.09
29.12.2013	00:00:00	0	1.69	1.69	9.38
30.12.2013	00:00:00	0.04	-1.72	-1.72	8.12
31.12.2013	00:00:00	3.01	-2.54	-2.54	7.83
1.1.2014	00:00:00	0.98	-0.73	-0.73	7.59
2.1.2014	00:00:00	0	0.10	0.10	7.36
3.1.2014	00:00:00	0.05	-0.44	-0.44	7.03
4.1.2014	00:00:00	0.06	0.32	0.32	6.71
5.1.2014	00:00:00	1.03	-0.45	-0.45	6.32
6.1.2014	00:00:00	0.01	0.24	0.24	6.38
7.1.2014	00:00:00	0.05	-0.47	-0.47	5.98
8.1.2014	00:00:00	0.98	2.17	2.17	6.30
9.1.2014	00:00:00	0.4	-3.57	-3.57	6.30
10.1.2014	00:00:00	1.12	-6.10	-6.10	6.30
11.1.2014	00:00:00	2.75	-11.34	-11.34	6.29
12.1.2014	00:00:00	0.35	-17.33	-17.33	6.29
13.1.2014	00:00:00	0.05	-24.72	-24.72	6.29
14.1.2014	00:00:00	0.01	-13.05	-13.05	6.28
15.1.2014	00:00:00	0.07	-10.55	-10.55	6.28
16.1.2014	00:00:00	0.84	-10.30	-10.30	6.27
17.1.2014	00:00:00	0.14	-9.95	-9.95	6.27
18.1.2014	00:00:00	0.06	-11.09	-11.09	6.27
19.1.2014	00:00:00	0.04	-10.21	-10.21	6.26
20.1.2014	00:00:00	0	-9.83	-9.83	6.26
21.1.2014	00:00:00	0	-11.37	-11.37	6.26
22.1.2014	00:00:00	0	-12.81	-12.81	6.25
23.1.2014	00:00:00	0	-13.41	-13.41	6.25
24.1.2014	00:00:00	0	-10.84	-10.84	6.24
25.1.2014	00:00:00	0	-10.59	-10.59	6.24
26.1.2014	00:00:00	0.02	-7.56	-7.56	6.42
27.1.2014	00:00:00	0.01	-10.51	-10.51	5.60
28.1.2014	00:00:00	0.55	-7.84	-7.84	6.31
29.1.2014	00:00:00	0.02	-6.11	-6.11	6.24
30.1.2014	00:00:00	0.06	-9.86	-9.86	6.61
31.1.2014	00:00:00	0.01	-8.58	-8.58	7.52
1.2.2014	00:00:00	0.02	-8.39	-8.39	7.02
2.2.2014	00:00:00	0.02	-5.68	-5.68	6.85
3.2.2014	00:00:00	0.03	0.02	0.02	6.49
4.2.2014	00:00:00	0	-1.47	-1.47	6.30
5.2.2014	00:00:00	0.01	-2.03	-2.03	6.24
6.2.2014	00:00:00	0	-4.49	-4.49	6.57
7.2.2014	00:00:00	0.04	-3.14	-3.14	6.47
8.2.2014	00:00:00	0.22	-1.45	-1.45	6.51
9.2.2014	00:00:00	0.01	-1.99	-1.99	6.32
10.2.2014	00:00:00	0.01	0.13	0.13	6.26
11.2.2014	00:00:00	0	-0.27	-0.27	5.68
12.2.2014	00:00:00	0.02	-2.55	-2.55	5.28
13.2.2014	00:00:00	0.02	-2.47	-2.47	5.17
14.2.2014	00:00:00	0	-1.65	-1.65	4.80
15.2.2014	00:00:00	0.01	-0.52	-0.52	4.61
16.2.2014	00:00:00	0.01	-1.09	-1.09	4.41
17.2.2014	00:00:00	0.14	-2.38	-2.38	4.19
18.2.2014	00:00:00	0.48	-3.83	-3.83	3.87
19.2.2014	00:00:00	0.24	-6.08	-6.08	3.54
20.2.2014	00:00:00	0	-7.90	-7.90	3.71
21.2.2014	00:00:00	0.27	-6.06	-6.06	3.69
22.2.2014	00:00:00	0.01	-3.24	-3.24	3.66
23.2.2014	00:00:00	0	-0.60	-0.60	3.65
24.2.2014	00:00:00	0.03	3.48	3.48	3.65
25.2.2014	00:00:00	0.28	3.54	3.54	3.83
26.2.2014	00:00:00	0	1.92	1.92	3.98
27.2.2014	00:00:00	0.02	0.42	0.42	3.82
28.2.2014	00:00:00	0	0.59	0.59	3.68
1.3.2014	00:00:00	0	0.60	0.60	3.62
2.3.2014	00:00:00	0	-1.22	-1.22	3.55
3.3.2014	00:00:00	0	-1.44	-1.44	3.50
4.3.2014	00:00:00	0	0.14	0.14	3.44
5.3.2014	00:00:00	0	-0.28	-0.28	3.33
6.3.2014	00:00:00	0.19	1.64	1.64	3.28
7.3.2014	00:00:00	0.49	2.56	2.56	3.23
8.3.2014	00:00:00	3.07	0.63	0.63	3.82
9.3.2014	00:00:00	0.97	0.64	0.64	4.47
10.3.2014	00:00:00	0.65	2.96	2.96	5.80
11.3.2014	00:00:00	1.61	-0.14	-0.14	5.61
12.3.2014	00:00:00	0	2.33	2.33	5.01
13.3.2014	00:00:00	0.06	3.08	3.08	5.65
14.3.2014	00:00:00	2.3	0.94	0.94	6.66
15.3.2014	00:00:00	4.74	-1.80	-1.80	5.62
16.3.2014	00:00:00	9.8	-5.84	-5.84	4.41
17.3.2014	00:00:00	11.27	-3.89	-3.89	4.08
18.3.2014	00:00:00	4.42	-5.61	-5.61	4.07
19.3.2014	00:00:00	1.92	-8.00	-8.00	4.38
20.3.2014	00:00:00	2.69	-6.23	-6.23	3.59
21.3.2014	00:00:00	3.2	0.86	0.86	3.54
22.3.2014	00:00:00	0	-0.19	-0.19	3.52
23.3.2014	00:00:00	2.7	-0.02	-0.02	3.37
24.3.2014	00:00:00	1.39	-1.32	-1.32	3.19
25.3.2014	00:00:00	0.69	-4.53	-4.53	3.13
26.3.2014	00:00:00	0	-3.71	-3.71	3.11
27.3.2014	00:00:00	0.01	-2.01	-2.01	3.06
28.3.2014	00:00:00	0	1.17	1.17	3.10
29.3.2014	00:00:00	0.04	3.32	3.32	4.01
30.3.2014	00:00:00	0.04	2.23	2.23	5.42
31.3.2014	00:00:00	0.14	-1.22	-1.22	5.43
1.4.2014	00:00:00	2.14	-2.15	-2.15	4.79
2.4.2014	00:00:00	0.04	-4.52	-4.52	3.94
3.4.2014	00:00:00	0.49	-1.46	-1.46	3.62
4.4.2014	00:00:00	0.17	-2.96	-2.96	3.17
5.4.2014	00:00:00	0	-1.22	-1.22	2.98
6.4.2014	00:00:00	0.08	1.99	1.99	3.05
7.4.2014	00:00:00	2.94	3.41	3.41	6.00
8.4.2014	00:00:00	1.96	2.97	2.97	21.28
9.4.2014	00:00:00	1.61	1.36	1.36	30.54
10.4.2014	00:00:00	0.05	0.57	0.57	24.61
11.4.2014	00:00:00	0.37	1.51	1.51	18.69
12.4.2014	00:00:00	1.28	1.02	1.02	18.92
13.4.2014	00:00:00	1.38	2.10	2.10	17.82
14.4.2014	00:00:00	4.02	1.87	1.87	20.71
15.4.2014	00:00:00	11.52	-1.39	-1.39	19.66
16.4.2014	00:00:00	0.13	-0.70	-0.70	13.66
17.4.2014	00:00:00	0.1	4.25	4.25	15.59
18.4.2014	00:00:00	4.91	0.82	0.82	26.47
19.4.2014	00:00:00	0.41	1.51	1.51	23.08
20.4.2014	00:00:00	0.65	4.62	4.62	37.21
21.4.2014	00:00:00	0.01	5.06	5.06	85.23
22.4.2014	00:00:00	0.14	4.39	4.39	86.43
23.4.2014	00:00:00	0	1.88	1.88	75.92
24.4.2014	00:00:00	0	5.91	5.91	104.27
25.4.2014	00:00:00	0	5.17	5.17	111.86
26.4.2014	00:00:00	0	4.95	4.95	98.10
27.4.2014	00:00:00	0	6.09	6.09	106.37
28.4.2014	00:00:00	0	6.92	6.92	103.02
29.4.2014	00:00:00	3.97	1.87	1.87	104.86
30.4.2014	00:00:00	1.26	-1.66	-1.66	67.20
1.5.2014	00:00:00	2.88	-2.73	-2.73	44.17
2.5.2014	00:00:00	4.18	-1.55	-1.55	34.34
3.5.2014	00:00:00	2.31	-1.13	-1.13	28.53
4.5.2014	00:00:00	4.43	-2.00	-2.00	24.95
5.5.2014	00:00:00	0.7	-1.70	-1.70	22.56
6.5.2014	00:00:00	0	3.25	3.25	24.11
7.5.2014	00:00:00	0.06	2.87	2.87	34.55
8.5.2014	00:00:00	0.08	1.52	1.52	29.35
9.5.2014	00:00:00	0.01	2.26	2.26	23.80
10.5.2014	00:00:00	0.17	3.40	3.40	32.15
11.5.2014	00:00:00	0.38	3.53	3.53	48.31
12.5.2014	00:00:00	0.29	4.80	4.80	92.80
13.5.2014	00:00:00	2.95	3.42	3.42	107.89
14.5.2014	00:00:00	0.01	0.11	0.11	69.21
15.5.2014	00:00:00	0.14	-0.88	-0.88	47.05
16.5.2014	00:00:00	0.46	5.03	5.03	67.67
17.5.2014	00:00:00	0.14	10.01	10.01	166.86
18.5.2014	00:00:00	0.19	6.40	6.40	221.44
19.5.2014	00:00:00	0	13.80	13.80	364.59
20.5.2014	00:00:00	0.46	13.39	13.39	377.05
21.5.2014	00:00:00	0.02	11.24	11.24	323.48
22.5.2014	00:00:00	0	14.28	14.28	423.75
23.5.2014	00:00:00	0.58	14.51	14.51	445.11
24.5.2014	00:00:00	10.48	12.02	12.02	400.39
25.5.2014	00:00:00	3.57	10.76	10.76	288.77
26.5.2014	00:00:00	18.58	7.25	7.25	400.84
27.5.2014	00:00:00	0.72	5.80	5.80	228.79
28.5.2014	00:00:00	0	9.64	9.64	146.10
29.5.2014	00:00:00	0	11.19	11.19	108.71
30.5.2014	00:00:00	0	11.39	11.39	90.76
31.5.2014	00:00:00	0.01	8.57	8.57	86.93
1.6.2014	00:00:00	0	5.43	5.43	56.02
2.6.2014	00:00:00	0	12.11	12.11	51.99
3.6.2014	00:00:00	0	14.83	14.83	63.46
4.6.2014	00:00:00	0.03	14.41	14.41	55.92
5.6.2014	00:00:00	1.07	12.29	12.29	67.79
6.6.2014	00:00:00	2.79	13.41	13.41	88.22
7.6.2014	00:00:00	0.01	13.22	13.22	64.58
8.6.2014	00:00:00	0.01	11.99	11.99	43.30
9.6.2014	00:00:00	22.64	14.74	14.74	150.89
10.6.2014	00:00:00	2.04	9.89	9.89	96.44
11.6.2014	00:00:00	0.64	16.51	16.51	60.24
12.6.2014	00:00:00	9.64	10.84	10.84	93.98
13.6.2014	00:00:00	13.44	8.58	8.58	162.97
14.6.2014	00:00:00	1.07	4.88	4.88	103.41
15.6.2014	00:00:00	0.01	9.32	9.32	46.59
16.6.2014	00:00:00	2.82	6.28	6.28	42.66
17.6.2014	00:00:00	1.26	4.41	4.41	40.19
18.6.2014	00:00:00	1.92	7.69	7.69	34.30
19.6.2014	00:00:00	5.23	7.48	7.48	61.75
20.6.2014	00:00:00	5.23	3.91	3.91	84.84
21.6.2014	00:00:00	3.27	2.69	2.69	80.30
22.6.2014	00:00:00	26.71	2.52	2.52	393.54
23.6.2014	00:00:00	8.25	4.72	4.72	278.03
24.6.2014	00:00:00	2.05	4.77	4.77	175.00
25.6.2014	00:00:00	0.54	6.38	6.38	111.11
26.6.2014	00:00:00	0.24	5.00	5.00	69.63
27.6.2014	00:00:00	0.29	5.22	5.22	45.95
28.6.2014	00:00:00	0.01	7.14	7.14	33.84
29.6.2014	00:00:00	0.07	7.11	7.11	26.93
30.6.2014	00:00:00	1.73	7.74	7.74	25.65
1.7.2014	00:00:00	0.85	9.28	9.28	26.22
2.7.2014	00:00:00	0.72	9.98	9.98	31.77
3.7.2014	00:00:00	2.94	13.09	13.09	23.59
4.7.2014	00:00:00	3.05	8.26	8.26	24.56
5.7.2014	00:00:00	0.04	15.57	15.57	17.84
6.7.2014	00:00:00	0	17.58	17.58	14.76
7.7.2014	00:00:00	0	18.03	18.03	12.72
8.7.2014	00:00:00	7.11	15.92	15.92	17.61
9.7.2014	00:00:00	1.77	16.29	16.29	16.24
